date,week,student_id
2026-04-13,Week 10,25112022404
2026-04-20,Week 11,23112022006
2026-04-20,Week 11,23112022413
2026-04-20,Week 11,24112022002
2026-04-20,Week 11,24112022004
2026-04-20,Week 11,24112022006
2026-04-20,Week 11,24112022007
2026-04-20,Week 11,24112022009
2026-04-20,Week 11,24112022010
2026-04-20,Week 11,24112022011
2026-04-20,Week 11,24112022013
2026-04-20,Week 11,24112022014
2026-04-20,Week 11,24112022016
2026-04-20,Week 11,24112022017
2026-04-20,Week 11,24112022019
2026-04-20,Week 11,24112022025
2026-04-20,Week 11,24112022026
2026-04-20,Week 11,24112022030
2026-04-20,Week 11,24112022032
2026-04-20,Week 11,24112022036
2026-04-20,Week 11,24112022043
2026-04-20,Week 11,24112022045
2026-04-20,Week 11,24112022047
2026-04-20,Week 11,24112022048
2026-04-20,Week 11,24112022402
2026-04-20,Week 11,24112022700
2026-04-20,Week 11,24112022753
2026-04-20,Week 11,25112022003
2026-04-20,Week 11,25112022009
2026-04-20,Week 11,25112022029
2026-04-20,Week 11,25112022040
2026-04-20,Week 11,25112022047
2026-04-20,Week 11,25112022401
2026-04-20,Week 11,25112022404
2026-04-27,Week 12,23112022006
2026-04-27,Week 12,23112022413
2026-04-27,Week 12,23112022416
2026-04-27,Week 12,24112022002
2026-04-27,Week 12,24112022004
2026-04-27,Week 12,24112022006
2026-04-27,Week 12,24112022007
2026-04-27,Week 12,24112022009
2026-04-27,Week 12,24112022010
2026-04-27,Week 12,24112022013
2026-04-27,Week 12,24112022014
2026-04-27,Week 12,24112022017
2026-04-27,Week 12,24112022019
2026-04-27,Week 12,24112022022
2026-04-27,Week 12,24112022025
2026-04-27,Week 12,24112022026
2026-04-27,Week 12,24112022030
2026-04-27,Week 12,24112022032
2026-04-27,Week 12,24112022033
2026-04-27,Week 12,24112022036
2026-04-27,Week 12,24112022042
2026-04-27,Week 12,24112022043
2026-04-27,Week 12,24112022046
2026-04-27,Week 12,24112022048
2026-04-27,Week 12,24112022402
2026-04-27,Week 12,24112022753
2026-04-27,Week 12,25112022003
2026-04-27,Week 12,25112022009
2026-04-27,Week 12,25112022029
2026-04-27,Week 12,25112022040
2026-04-27,Week 12,25112022047
2026-04-27,Week 12,25112022401
2026-05-04,Week 13,23112022413
2026-05-04,Week 13,24112022003
2026-05-04,Week 13,24112022004
2026-05-04,Week 13,24112022006
2026-05-04,Week 13,24112022007
2026-05-04,Week 13,24112022013
2026-05-04,Week 13,24112022014
2026-05-04,Week 13,24112022016
2026-05-04,Week 13,24112022017
2026-05-04,Week 13,24112022019
2026-05-04,Week 13,24112022022
2026-05-04,Week 13,24112022025
2026-05-04,Week 13,24112022030
2026-05-04,Week 13,24112022031
2026-05-04,Week 13,24112022033
2026-05-04,Week 13,24112022043
2026-05-04,Week 13,24112022046
2026-05-04,Week 13,24112022047
2026-05-04,Week 13,24112022048
2026-05-04,Week 13,24112022402
2026-05-04,Week 13,24112022700
2026-05-04,Week 13,24112022753
2026-05-04,Week 13,25112022003
2026-05-04,Week 13,25112022009
2026-05-04,Week 13,25112022029
2026-05-04,Week 13,25112022047
2026-05-04,Week 13,25112022404
